,0
0,0.23135737151373179
1,0.31251431906539945
2,0.18246242592292838
3,0.13856599946501666
4,0.19916567248597275
5,0.227980766455736
6,0.1725267425360973
7,0.20959502967698498
8,0.19133668995960615
9,0.16562256432147696
10,0.14574838624801487
11,0.14787232495867647
12,0.16370280556366779
13,0.15463284982321784
14,0.18942604889217765
15,0.20021915377750993
16,0.17417652421749663
17,0.19986990785901435
18,0.18927376925875433
19,0.20007897547525355
20,0.15063665355662814
21,0.20576507635391317
22,0.14874462529984303
23,0.15080257268501446
24,0.1982882259161677
25,0.21539392614723182
26,0.1881365676880814
27,0.16037289434724952
28,0.19786105171446688
29,0.17963707216875627
30,0.11494597551116022
31,0.09857772964820033
32,0.12226885844115168
33,0.11156345887512434
34,0.09553695041259053
35,0.09934533219996373
36,0.0978673973554687
37,0.11474582969520707
38,0.14212030520811678
39,0.1019089500653412
40,0.10320695520448499
41,0.13361549415565097
42,0.11899672081391327
43,0.13468955980828032
44,0.14330932801950258
45,0.11333159965660888
46,0.10318812066332902
47,0.1309459955157712
48,0.116422290244943
49,0.145678324835503
50,0.09967224772390909
51,0.1466459611666971
52,0.11708500073228498
53,0.14776278659112285
54,0.22374492961011128
55,0.236768408697471
56,0.21432590218437836
57,0.22662814712286927
58,0.25535333824940026
59,0.21465196433183736
60,0.24216900252220222
61,0.1506581908404478
62,0.15878216225998476
63,0.18221346499458888
64,0.23226860602004454
65,0.15215115919446107
66,0.20624220281546005
67,0.18523093832083978
68,0.12549682965665124
69,0.0986151793570025
70,0.11188777437577956
71,0.10463449224951328
72,0.12023300414916593
73,0.10093185246789363
74,0.10860009311824105
75,0.10036069137135055
76,0.10227392764256801
77,0.12130618972496596
78,0.10456810328195279
79,0.10970305554186925
80,0.11876396010327153
81,0.126309472200647
82,0.09456439880377147
83,0.12323608448681189
84,0.10702943830866134
85,0.21530761411436833
86,0.09878937015042175
87,0.11509176520654
88,0.11105473548704758
89,0.18235059570560697
90,0.16547418171570172
91,0.2079095581419766
92,0.17087104727528057
93,0.22964594997623936
94,0.13325176167128375
95,0.2229740091091022
96,0.21436771178022027
97,0.26488812209405005
98,0.16877214130596258
99,0.19120047295275144
100,0.18844299363037573
101,0.18110833249296993
102,0.1857617449318059
103,0.23102131411159643
104,0.17546598323704674
105,0.1762453485653503
106,0.1612545745061245
107,0.2205117306222208
108,0.1401287213070085
109,0.24715196419986896
110,0.20975643947357311
111,0.1834568761043716
112,0.20454228512747213
113,0.14150611380534248
114,0.2173010508088395
115,0.16055300822125282
116,0.1757729076237418
117,0.16753460915158502
118,0.12743219681694173
119,0.14348965724078008
120,0.1411158041371964
121,0.13502584249095526
122,0.11138614711966366
123,0.09769293870213441
124,0.09492449822392082
125,0.10637978007805068
126,0.09900712036588229
127,0.11897160156676546
128,0.1019113465228118
129,0.10180118588649202
130,0.1403417730637011
131,0.1368945216328837
132,0.13858085672330345
133,0.12098844357449562
134,0.0943785729571071
135,0.09492959559917218
136,0.1309036290884018
137,0.11181442050072074
138,0.10099078835493419
139,0.13915156628377737
140,0.17358844043288846
141,0.24937738198693843
142,0.18888721264163033
143,0.15886615807525814
144,0.18730620986400173
145,0.20706656865105033
146,0.2471527497063391
147,0.25258563142735513
148,0.19162361913009082
149,0.22460102556167402
150,0.217950118251564
151,0.1438852987539256
152,0.19792348140052055
153,0.14865384516413324
154,0.20796473975181579
155,0.14708481575428742
156,0.19658227188517338
157,0.1866778651976987
158,0.14381437131271232
159,0.16141374715762213
160,0.167123998912354
161,0.1335958218854852
162,0.09379287729369244
163,0.11118602258548489
164,0.1301042204676196
165,0.09598992260246304
166,0.0956417436476564
167,0.09698625892011914
168,0.1180255104130134
169,0.09700829127186443
170,0.10839503585932543
171,0.10536428812337108
172,0.11450565322040347
173,0.1569002107715467
174,0.19694371529864146
175,0.21889494062692394
176,0.18721639458625577
177,0.2483074014878832
178,0.17908512029347476
179,0.15033887814000482
180,0.21866487153382042
181,0.1985095148755936
182,0.22181743481671437
183,0.16688170546076725
184,0.24140034169675784
185,0.20283918529599906
186,0.22024133057110012
187,0.133515198854357
188,0.181935971711576
189,0.22101900755924872
190,0.16790730341044838
191,0.10696946865663631
192,0.117003604230145
193,0.19245593173706438
194,0.17080838058008813
195,0.1341686598449247
196,0.19727425436321647
197,0.14755396682501304
198,0.16218587410869076
199,0.11093034539818764
200,0.14664228810253552
201,0.17470151589787566
202,0.13453172265389002
203,0.11479205303171183
204,0.10367197915537399
205,0.09838012958085164
206,0.09418964291540906
207,0.10435415168483742
208,0.09755181058552116
209,0.13283648733190492
210,0.09846471480540932
211,0.10394463811402675
212,0.09502592512242264
213,0.13930615862747656
214,0.12303263161913491
215,0.10530136539485538
216,0.13810843142608648
217,0.10538873967954424
218,0.16195674182605
219,0.1239845727901673
220,0.19704101003804245
221,0.17740172982872462
222,0.15050958447656596
223,0.1276431245307438
224,0.14882923964594957
225,0.2041280960782664
226,0.19143038177425042
227,0.21594478220939636
228,0.2624913926143199
229,0.2008315934271086
230,0.2333551957148593
231,0.18127793460660613
232,0.2088076971436618
233,0.1435339406409068
234,0.15539040458998643
235,0.10049191455512774
236,0.16721434010784142
237,0.11428803346729838
238,0.09877518431507051
239,0.09512124742510496
240,0.10198515130758751
241,0.10479234359520488
242,0.11542039312175476
243,0.10402824569914956
244,0.09639441137686372
245,0.17076840039461386
246,0.21602041825379711
247,0.23540030524851754
248,0.22123733139468824
249,0.18138031480717473
250,0.15454685290792258
251,0.16523117371022236
252,0.15712137192641384
253,0.1719924517811276
254,0.194207842055778
255,0.14456162345025222
256,0.16053883722478057
257,0.11856681547468761
258,0.1243032507538097
259,0.10392494302201084
260,0.09244587220605463
261,0.08918236333365785
262,0.09974414532175288
263,0.09399343861307716
264,0.08901725754942745
265,0.10935035815918819
266,0.1022135900506517
267,0.10719217001718352
268,0.09357473455482396
269,0.09183591804846655
270,0.09361436205166392
271,0.12845444604388903
272,0.12383691925616004
273,0.1068649363729055
274,0.1365001055999426
275,0.10521752182601485
276,0.14013241622219794
277,0.15701974208592437
278,0.2751427869480802
279,0.15064294515571092
280,0.22745207620305008
281,0.13366943183767144
282,0.24306855728260707
283,0.2389077864357503
284,0.12926772856188473
285,0.09567639457836048
286,0.126213469475857
287,0.18080152882013936
288,0.11527184230365092
289,0.18399387963991612
290,0.1886722508804407
291,0.19354689248516224
292,0.19796964955341537
293,0.19226170202479698
294,0.17251757152762728
295,0.22538417817628942
296,0.124999724544934
297,0.13600372676468686
298,0.2019184583107475
299,0.13119385635606304
