,loss
0,29.50475311279297
1,26.193483352661133
2,23.879655838012695
3,21.958532333374023
4,20.22106170654297
5,18.544225692749023
6,17.026363372802734
7,15.632760047912598
8,14.361041069030762
9,13.320684432983398
10,11.946625709533691
11,10.258506774902344
12,9.23270320892334
13,9.138382911682129
14,8.260847091674805
15,8.267251968383789
16,8.409339904785156
17,8.342324256896973
18,8.205145835876465
19,8.094613075256348
20,7.881717681884766
21,7.979277610778809
22,7.785980701446533
23,7.746096611022949
24,7.817534923553467
25,7.5605058670043945
26,7.649144649505615
27,7.404486179351807
28,7.701390743255615
29,7.489535808563232
30,7.548738479614258
31,7.696341037750244
32,7.557468891143799
33,7.660307884216309
34,7.65973424911499
35,7.8703107833862305
36,7.497212886810303
37,7.566080093383789
38,7.598349571228027
39,7.519145965576172
40,7.555893421173096
41,7.438076496124268
42,7.487698554992676
43,7.423223972320557
44,7.277232646942139
45,7.318425178527832
46,7.345873832702637
47,7.390702724456787
48,7.3600544929504395
49,7.406061172485352
50,7.282860279083252
51,7.217180252075195
52,7.272642612457275
53,7.1945295333862305
54,7.394899845123291
55,7.429859638214111
56,7.271724224090576
57,7.317525386810303
58,7.554850101470947
59,7.408996105194092
60,7.298028469085693
61,7.256125450134277
62,7.364954948425293
63,7.320096492767334
64,7.3169732093811035
65,7.312464237213135
66,7.300324440002441
67,7.387063503265381
68,7.243500709533691
69,7.171045303344727
70,7.203003883361816
71,7.239800930023193
72,7.246582984924316
73,7.182535648345947
74,7.083621978759766
75,7.069663047790527
76,7.182985782623291
77,7.3484625816345215
78,7.156108856201172
79,7.213696002960205
80,7.249922275543213
81,7.1238250732421875
82,7.2128376960754395
83,7.356191158294678
84,7.389317512512207
85,7.237087249755859
86,7.161135196685791
87,6.997992992401123
88,7.0472917556762695
89,7.0073442459106445
90,7.0395121574401855
91,7.022897720336914
92,7.052750587463379
93,7.160033226013184
94,7.008044242858887
95,6.5740203857421875
96,6.705678939819336
97,6.369783401489258
98,6.058403491973877
99,5.973733901977539
100,5.763318061828613
101,6.425458908081055
102,5.765256404876709
103,5.138362884521484
104,5.081591606140137
105,4.87892484664917
106,4.414690971374512
107,4.64007568359375
108,4.41948938369751
109,4.016403675079346
110,3.810929298400879
111,3.727985143661499
112,3.5557050704956055
113,3.4885146617889404
114,3.5728375911712646
115,3.328517436981201
116,3.3725693225860596
117,3.5611212253570557
118,3.483318567276001
119,3.6496646404266357
120,3.1609129905700684
121,3.2610936164855957
122,3.1024932861328125
123,3.0226082801818848
124,3.1262238025665283
125,2.9993908405303955
126,3.0837597846984863
127,3.1768600940704346
128,2.9422223567962646
129,2.8074047565460205
130,3.120530843734741
131,2.7444422245025635
132,2.9632935523986816
133,2.8631062507629395
134,2.8702361583709717
135,3.187228202819824
136,3.3105227947235107
137,2.7255332469940186
138,3.0952067375183105
139,2.572704792022705
140,2.5004146099090576
141,2.642965078353882
142,2.7132601737976074
143,2.667884588241577
144,2.6279494762420654
145,2.508413553237915
146,2.4887616634368896
147,3.060128927230835
148,2.7926290035247803
