label,centroid-0,centroid-1,orientation,solution,frame,set
0,-0.9418017092064,-1.642915265294787,0.48532357052239067,0.0,0,0
1,1.687986519342467,0.9725918902282464,2.2455359146353358,0.0,0,0
2,-1.4577661850696426,-0.9857734423302861,2.631162368674315,0.0,0,0
3,-0.9203440938566633,-1.660525213957286,0.48337331558656876,0.0,1,0
4,1.6842391223002786,0.9772820626869496,2.24614868639929,0.0,1,0
5,-1.478367703467771,-0.9634452917941313,2.6313286876002158,0.0,1,0
6,-0.9073014022070066,-1.667323956582557,0.4836263367809735,0.0,2,0
7,1.6804871211694261,0.9819675626295071,2.248395230166892,0.0,2,0
8,-1.491169770914197,-0.9511608145166084,2.633934242284095,0.0,2,0
9,-0.8970356813905652,-1.6705588739961506,0.4834104478244146,0.0,3,0
10,1.676724219808802,0.9866430035347844,2.247961509093351,0.0,3,0
11,-1.501292786933857,-0.942301283054591,2.6327750750727548,0.0,3,0
12,-0.8881911323311036,-1.6719885851126999,0.484531660273912,0.0,4,0
13,1.6729617459110495,0.9913241987601389,2.2467566584628678,0.0,4,0
14,-1.5100261304131453,-0.9352059587308016,2.632396462981975,0.0,4,0
15,-0.8802199637533973,-1.6723334859013224,0.4825927598276134,0.0,5,0
16,1.6692065428087712,0.9960078978882752,2.247310832276331,0.0,5,0
17,-1.5179052247559797,-0.9291873015032247,2.632503667466191,0.0,5,0
18,-0.8728270687937255,-1.6719696852559855,0.4795003080412681,0.0,6,0
19,1.6654554983383099,1.000683254426995,2.246596214828225,0.0,6,0
20,-1.5252049335739069,-0.9238873586873632,2.6311788512482175,0.0,6,0
21,-0.8658563252166926,-1.6710861273880213,0.47995812954180705,0.0,7,0
22,1.66170412303294,1.0053605067607854,2.2477366016212823,0.0,7,0
23,-1.5320806111276648,-0.9190780134891441,2.628967142872441,0.0,7,0
24,-0.8591948329883118,-1.6698148382735467,0.4800268451663219,0.0,8,0
25,1.6579453552984196,1.0100315273349956,2.2468020284642396,0.0,8,0
26,-1.5386289394298824,-0.914647276713028,2.627477605060787,0.0,8,0
27,-0.8527879362240841,-1.6682364004497787,0.479201067591422,0.0,9,0
28,1.6541888719929838,1.0147123378067457,2.2480443965949792,0.0,9,0
29,-1.5449351875361201,-0.9105121084296741,2.630290412073187,0.0,9,0
30,-0.8465841174005563,-1.6664182134770904,0.4803769875088228,0.0,10,0
31,1.6504249265933122,1.019381760068272,2.2492261337883597,0.0,10,0
32,-1.551035023973512,-0.9066219535998296,2.629279429147909,0.0,10,0
33,-0.8399399335074328,-1.6642102600232505,0.47967396358876757,0.0,11,0
34,1.6462811915500901,1.0245106072751229,2.2502167811249056,0.0,11,0
35,-1.5575645623956478,-0.9025480684326642,2.628771749363283,0.0,11,0
36,-0.8340388174435709,-1.6620497227079154,0.4809344036641634,0.0,12,0
37,1.6425106926899042,1.0291714442276259,2.2501081870325983,0.0,12,0
38,-1.5633570271832429,-0.8989968243507428,2.6271947120107235,0.0,12,0
39,-0.8282675228572444,-1.6597604374772599,0.48016775271111545,0.0,13,0
40,1.6387433172098878,1.0338411460900159,2.250236793238871,0.0,13,0
41,-1.5690391458357191,-0.8955507923651999,2.6270126357772727,0.0,13,0
42,-0.8225767517490343,-1.6573588437777969,0.4819272575267835,0.0,14,0
43,1.634967625205013,1.0385110326469031,2.252097312663411,0.0,14,0
44,-1.5746312150927775,-0.8922158301722264,2.6285796559271146,0.0,14,0
45,-0.8169639621688186,-1.6548682125260705,0.48292554442388,0.0,15,0
46,1.631191140048581,1.0431695705949473,2.2520794428971813,0.0,15,0
47,-1.5801559656254298,-0.8889902097913077,2.6315903575570707,0.0,15,0
48,-0.8114297820173333,-1.6522993024144603,0.4819632550770221,0.0,16,0
