,loss
0,0.05067315697669983
1,0.050270650535821915
2,0.05009835213422775
3,0.04925758019089699
4,0.05050761625170708
5,0.04752696678042412
6,0.046005766838788986
7,0.04477817565202713
8,0.04562872648239136
9,0.04266412556171417
10,0.044549621641635895
11,0.041334278881549835
12,0.04017792269587517
13,0.04086185246706009
14,0.041048936545848846
15,0.04069708287715912
16,0.03958776965737343
17,0.0382927842438221
18,0.039497166872024536
19,0.03650783747434616
20,0.038646399974823
21,0.035345714539289474
22,0.03718402609229088
23,0.035751502960920334
24,0.03500919044017792
