,loss
0,0.03331306576728821
1,0.032553836703300476
2,0.032817304134368896
3,0.03318775072693825
4,0.031466659158468246
5,0.03258328139781952
6,0.03403644263744354
7,0.032906755805015564
8,0.03121214732527733
9,0.03130154311656952
10,0.031293243169784546
11,0.029510119929909706
12,0.02979315258562565
13,0.02753308042883873
14,0.029177548363804817
15,0.030179530382156372
16,0.029238581657409668
17,0.0279267355799675
18,0.03030054271221161
19,0.029555590823292732
20,0.02780355140566826
21,0.02960408665239811
22,0.028777185827493668
23,0.028937887400388718
24,0.02933260053396225
