,loss
0,0.6496690511703491
1,0.6658798456192017
2,0.6869590282440186
3,0.6406479477882385
4,0.7119619846343994
5,0.6653261780738831
6,0.6092707514762878
7,0.6182422041893005
8,0.7037262320518494
9,0.6922297477722168
10,0.6077441573143005
11,0.6024733781814575
12,0.6935738325119019
13,0.6094895005226135
14,0.6448058485984802
15,0.6838341355323792
16,0.615144670009613
17,0.6587559580802917
18,0.648055374622345
19,0.6633850932121277
20,0.6301285624504089
21,0.6035750508308411
22,0.6125494837760925
23,0.5875354409217834
24,0.5945979356765747
25,0.6476379036903381
26,0.6095294952392578
27,0.6548659801483154
28,0.6345916390419006
29,0.6783174872398376
30,0.6607102751731873
31,0.6639295816421509
32,0.5770091414451599
33,0.5660030245780945
34,0.6579425930976868
35,0.6290366053581238
36,0.6384830474853516
37,0.6953310370445251
38,0.6738057136535645
39,0.6222481727600098
40,0.7087454199790955
41,0.6528240442276001
42,0.66888028383255
43,0.6378291845321655
44,0.6472848057746887
45,0.610200822353363
46,0.6449604630470276
47,0.7703660726547241
48,0.7701895236968994
49,0.6632060408592224
50,0.6235116720199585
51,0.5855540633201599
52,0.5922408103942871
53,0.6331342458724976
54,0.6435726284980774
55,0.5957804918289185
56,0.6412580013275146
57,0.7365027666091919
58,0.603628933429718
59,0.6147589683532715
60,0.6765767931938171
61,0.5975066423416138
62,0.7096272706985474
63,0.6893481016159058
64,0.6568371057510376
65,0.6518090963363647
66,0.6196276545524597
67,0.6793550252914429
68,0.6800135374069214
69,0.6076317429542542
70,0.6518118977546692
71,0.585542619228363
72,0.624757707118988
73,0.579865574836731
74,0.6449203491210938
75,0.6593286991119385
76,0.6775907278060913
77,0.7175289392471313
78,0.6723008751869202
79,0.682487428188324
80,0.5863465070724487
81,0.6542030572891235
82,0.6372547149658203
83,0.5905752778053284
84,0.6401214599609375
85,0.6590229272842407
86,0.6856834292411804
87,0.6918836832046509
88,0.6535789966583252
89,0.5958101749420166
90,0.6227296590805054
91,0.6383534669876099
92,0.6720543503761292
93,0.6211893558502197
94,0.6379451751708984
95,0.6410267949104309
96,0.6695968508720398
97,0.5926669836044312
98,0.5821962952613831
99,0.5900406837463379
100,0.5740441083908081
101,0.6394820213317871
102,0.5610570311546326
103,0.6722330451011658
104,0.6944519281387329
105,0.6452863812446594
106,0.6984586119651794
107,0.6522293090820312
108,0.6247038245201111
109,0.6201072335243225
110,0.6089674830436707
111,0.6524329781532288
112,0.7176589369773865
113,0.6140055060386658
114,0.6501767039299011
115,0.6003697514533997
116,0.648217499256134
117,0.6167077422142029
118,0.5720559358596802
119,0.6156466007232666
120,0.5658175349235535
121,0.5939562320709229
122,0.6538224220275879
123,0.6185581088066101
124,0.5846816897392273
125,0.6192766427993774
126,0.6673926711082458
127,0.6662257313728333
128,0.6409029364585876
129,0.6483663320541382
130,0.6130198240280151
131,0.6538513898849487
132,0.6475479006767273
133,0.6598243117332458
134,0.6224735975265503
135,0.6567665338516235
136,0.6495965123176575
137,0.6224600672721863
138,0.6538742780685425
139,0.6560161113739014
140,0.6644959449768066
141,0.6408128142356873
142,0.5916085243225098
143,0.5828994512557983
144,0.6104124784469604
145,0.607184112071991
146,0.6003572344779968
147,0.5709659457206726
148,0.5611041784286499
149,0.5648195743560791
150,0.5703121423721313
151,0.6369795203208923
152,0.617027223110199
153,0.6183022260665894
154,0.6299748420715332
155,0.5661606192588806
156,0.5711400508880615
157,0.596635103225708
158,0.612851083278656
159,0.5679392218589783
160,0.6644853949546814
161,0.6129255890846252
162,0.6200100779533386
163,0.6522935032844543
164,0.6003802418708801
165,0.5506699085235596
166,0.6131386756896973
167,0.5985816717147827
168,0.6193180084228516
169,0.6996201872825623
170,0.5902214646339417
171,0.6294100284576416
172,0.6624920964241028
173,0.6967328190803528
174,0.6942082047462463
175,0.6044533252716064
176,0.5751557350158691
177,0.6522511839866638
178,0.636178731918335
179,0.5687947273254395
180,0.585699200630188
181,0.5590885877609253
182,0.6969160437583923
183,0.6396428346633911
184,0.5910952687263489
185,0.5984847545623779
186,0.6025221943855286
187,0.6172283291816711
188,0.6708213090896606
189,0.6414774656295776
190,0.7142584323883057
191,0.6350924968719482
192,0.6136353611946106
193,0.589188814163208
194,0.5707497596740723
195,0.5844529867172241
196,0.5909005999565125
197,0.6526213884353638
198,0.6768547892570496
199,0.6484861969947815
200,0.6373472809791565
201,0.6302775740623474
202,0.6069818139076233
203,0.6178308129310608
204,0.615267276763916
205,0.5708857178688049
206,0.5774916410446167
207,0.6008521914482117
208,0.6001015305519104
209,0.7131807804107666
210,0.7424525022506714
211,0.6424256563186646
212,0.5789905786514282
213,0.6219916939735413
214,0.647106945514679
215,0.5973463654518127
216,0.624496579170227
217,0.6132420301437378
218,0.6947691440582275
219,0.6468816995620728
220,0.6272057294845581
221,0.6483213305473328
222,0.5694992542266846
223,0.6113964915275574
224,0.5565288662910461
225,0.5566352009773254
226,0.6301271915435791
227,0.7394678592681885
228,0.6180748343467712
229,0.5998785495758057
230,0.6069487929344177
231,0.6192517280578613
232,0.6140881180763245
233,0.6150023937225342
234,0.6195694804191589
235,0.6693834662437439
236,0.6378347873687744
237,0.5817476511001587
238,0.5853641629219055
239,0.6004273891448975
240,0.6168151497840881
241,0.681374192237854
242,0.632591724395752
243,0.6470173597335815
244,0.6924347877502441
245,0.6165222525596619
246,0.6187107563018799
247,0.6417980790138245
248,0.6328637599945068
249,0.6279259324073792
250,0.6201981902122498
251,0.5637233853340149
252,0.6518838405609131
253,0.6091049909591675
254,0.5718628764152527
255,0.6248380541801453
256,0.6107070446014404
257,0.5995433330535889
258,0.5908867716789246
259,0.5980530381202698
260,0.5954450964927673
261,0.5943020582199097
262,0.6550071239471436
263,0.6267397403717041
264,0.6051245927810669
265,0.5716745853424072
266,0.669121503829956
267,0.6230865120887756
268,0.551545262336731
269,0.5692291259765625
270,0.5688823461532593
271,0.6016198992729187
272,0.649257481098175
273,0.6128580570220947
274,0.6330456137657166
275,0.6232582926750183
276,0.5886476635932922
277,0.6181063652038574
278,0.571822464466095
279,0.5915660262107849
280,0.5979281663894653
281,0.6059783697128296
282,0.5552111268043518
283,0.5651866793632507
284,0.5721968412399292
285,0.6031319499015808
286,0.603395402431488
287,0.5722650289535522
288,0.6751953363418579
289,0.6228686571121216
290,0.5442425608634949
291,0.5647276043891907
292,0.5864444375038147
293,0.5753194689750671
294,0.5959338545799255
295,0.674085259437561
296,0.6346668601036072
297,0.6356497406959534
298,0.6206679344177246
299,0.5687350630760193
300,0.5634648203849792
301,0.6492184400558472
302,0.6275461912155151
303,0.5960353016853333
304,0.6011273860931396
305,0.6933862566947937
306,0.5771837830543518
307,0.5923098921775818
308,0.5789391994476318
309,0.6107164621353149
310,0.561587929725647
311,0.554119348526001
312,0.5750782489776611
313,0.649838924407959
314,0.6291347742080688
315,0.6241856217384338
316,0.6209587454795837
317,0.6366080641746521
318,0.5707572102546692
319,0.5958574414253235
320,0.6595132350921631
321,0.6012229919433594
322,0.5974077582359314
323,0.5631129741668701
324,0.5840930342674255
325,0.6062408685684204
326,0.6214954257011414
327,0.6062465310096741
328,0.6129794716835022
329,0.5678132176399231
330,0.5703445076942444
331,0.5889503955841064
332,0.5532920360565186
333,0.5968202352523804
334,0.5911391973495483
335,0.5920889377593994
336,0.6774083971977234
337,0.7170339822769165
338,0.6183070540428162
339,0.5464759469032288
340,0.62602299451828
341,0.5983374118804932
342,0.6363175511360168
343,0.5372668504714966
344,0.5686824321746826
345,0.5901253819465637
346,0.6154083609580994
347,0.5550158619880676
348,0.5844765305519104
349,0.627604067325592
350,0.5831606984138489
351,0.5820037126541138
352,0.6959030032157898
353,0.5905041694641113
354,0.6268294453620911
355,0.6540737152099609
356,0.6110802888870239
357,0.6103850603103638
358,0.6342354416847229
359,0.5905431509017944
360,0.6114532947540283
361,0.6107774972915649
362,0.6310817003250122
363,0.6202336549758911
364,0.5780924558639526
365,0.5308171510696411
366,0.5297192931175232
367,0.6263915300369263
368,0.631715714931488
369,0.566969096660614
370,0.59675133228302
371,0.5545475482940674
372,0.613086998462677
373,0.583832323551178
374,0.6259989142417908
375,0.5937834978103638
376,0.6199713349342346
377,0.5947074294090271
378,0.5816757678985596
379,0.6700711846351624
380,0.5908218622207642
381,0.6295287013053894
382,0.6351287364959717
383,0.6311452984809875
384,0.6069852113723755
385,0.5462759137153625
386,0.5965656638145447
387,0.5765795111656189
388,0.6032642722129822
389,0.6674206852912903
390,0.6223849654197693
391,0.5435882210731506
392,0.5617048740386963
393,0.6142017841339111
394,0.5719786882400513
395,0.5603636503219604
396,0.597640872001648
397,0.5814463496208191
398,0.5783616304397583
399,0.5791240930557251
400,0.5424820780754089
401,0.5574057698249817
402,0.550210177898407
403,0.5484960079193115
404,0.5527751445770264
405,0.5663955807685852
406,0.5921691656112671
407,0.6187878251075745
408,0.629548966884613
409,0.577201783657074
410,0.5302008390426636
411,0.5592480897903442
412,0.5803966522216797
413,0.6421027779579163
414,0.5856163501739502
415,0.5538182258605957
416,0.5919907093048096
417,0.6201050877571106
418,0.5511687994003296
419,0.5505178570747375
420,0.547796368598938
421,0.5376364588737488
422,0.5832991600036621
423,0.57132887840271
424,0.5761229395866394
425,0.6110839247703552
426,0.5942755341529846
427,0.5669922232627869
428,0.54142165184021
429,0.5905688405036926
430,0.6249899864196777
431,0.647388219833374
432,0.6169012188911438
433,0.5525950193405151
434,0.5289766192436218
435,0.6167963743209839
