,0
0,0.41112885578908026
1,0.3762282602882013
2,0.42736182237416503
3,0.3710578694101423
4,0.5287100697673858
5,0.3928126479014754
6,0.38956601603515445
7,0.4492701035670936
8,0.4334927258729935
9,0.37301924580899065
10,0.3739747799240053
11,0.3899243632618338
12,0.4544256614979357
13,0.3671519286710769
14,0.41018715265206995
15,0.425260814775154
16,0.390832052908279
17,0.4367172764316201
18,0.4046592619866133
19,0.3937365940434858
20,0.40931367623433473
21,0.4150613300714642
22,0.37239370282073503
23,0.37482572802286596
24,0.3959522755857557
25,0.3797680528555065
26,0.4041640126813203
27,0.4344713026726618
28,0.40240326382871716
29,0.39653513109236954
30,0.5605580996349454
31,0.39656197468042376
32,0.3678431922726333
33,0.38588081917650996
34,0.3779431167917326
35,0.386978289728798
36,0.3865325134227052
37,0.4563089081916958
38,0.39467148820348086
39,0.36267463398575783
40,0.43069550218991937
41,0.39457603750918063
42,0.4179749180857092
43,0.4753621789667755
44,0.4018999315790832
45,0.39136755752507596
46,0.44428759133070705
47,0.4879363035053015
48,0.4421952322639525
49,0.40376635791920124
50,0.37531346604786814
51,0.37163217478394506
52,0.4024211077541113
53,0.41718933863416313
54,0.42512345782276245
55,0.38146856236774473
56,0.5266518164161593
57,0.40944774966575204
58,0.38616339071113615
59,0.4925204086687416
60,0.3856264146871865
61,0.407269383575581
62,0.452915182534419
63,0.4298822980619967
64,0.40225649085901677
65,0.41515326915457845
66,0.44070109547376635
67,0.40552490325942636
68,0.3999266425959766
69,0.40730522529408336
70,0.41488602218702436
71,0.3656404915088788
72,0.37370168866440656
73,0.43325819826163353
74,0.36453552379077303
75,0.41460096416147424
76,0.5323141757905483
77,0.40498760880455376
78,0.40458399378471077
79,0.38847329532522706
80,0.38006774405762556
81,0.422884452817589
82,0.3662160292357206
83,0.38173278627917173
84,0.46559574104733764
85,0.43310187451522797
86,0.3940381962954998
87,0.4087511455386877
88,0.3944292106892914
89,0.37135832584388556
90,0.4160787708368152
91,0.4638986435562372
92,0.43461600337028505
93,0.4260889595139772
94,0.3786843359295279
95,0.4058591089984402
96,0.39238895962741227
97,0.3753782462093979
98,0.37903119951086117
99,0.3638309606216848
100,0.3697212319761515
101,0.40265101880952714
102,0.3989249675471336
103,0.4686717371709645
104,0.36755718208346516
105,0.46794608100019397
106,0.4001385055145249
107,0.4089352877765894
108,0.386646386939846
109,0.43440067627094686
110,0.37259407713264225
111,0.5214933703426272
112,0.4140941852275282
113,0.37884944155309347
114,0.38427282078154384
115,0.3708511835409328
116,0.42165066526159645
117,0.39463259505815806
118,0.40931780770942566
119,0.41510584055148064
120,0.37518448924869297
121,0.4098659212503582
122,0.3794392090242356
123,0.4024245609981939
124,0.4026906787402928
125,0.40599130925275384
126,0.4212556557986885
127,0.3899113187979907
128,0.404660752851516
129,0.38002293028719725
130,0.38447977376058695
131,0.39529611405264586
132,0.4210960119171068
133,0.43140433176010845
134,0.41845458199456337
135,0.42213905104137955
136,0.3816583786725998
137,0.4120095312654972
138,0.4864083746753633
139,0.3851950467824936
140,0.37820694837961344
141,0.38889296089001
142,0.3746909305745736
143,0.3908934767929837
144,0.37422351276390253
145,0.38354075557850303
146,0.3944915785215795
147,0.37939439220800997
148,0.36767138575948777
149,0.3847376411003992
150,0.39374591346234084
151,0.43042408521063624
152,0.3756981297481805
153,0.38613656585887074
154,0.3714926932021976
155,0.3736012410964817
156,0.38106764284390954
157,0.41741981007419526
158,0.3711583339840174
159,0.38921359355282037
160,0.3853296282351017
161,0.4260765930250287
162,0.3720703310491517
163,0.40473382106684147
164,0.3706554424867034
165,0.3695239538617432
166,0.46581909438669683
167,0.3672143528357148
168,0.3935252751957625
169,0.3848682785263285
170,0.3803139981221408
171,0.501668789459765
172,0.41213575730733576
173,0.464601056529209
174,0.3724667524185032
175,0.385157127737999
176,0.38758500077463687
177,0.46092361302617935
178,0.37217605103533713
179,0.39131316751427947
180,0.39544661071263254
181,0.3871129995472729
182,0.3989230741918087
183,0.3720746220830828
184,0.3968383215840906
185,0.39263355597164484
186,0.40693661938421427
187,0.37976657690852883
188,0.4204665916338563
189,0.4122461380559951
190,0.40805501956902446
191,0.3744839200695977
192,0.38836742552537473
193,0.38159736059233546
194,0.38210422944799066
195,0.3774476674869657
196,0.3680003789547831
197,0.4225591803682968
198,0.39727988576218487
199,0.41434533641301097
200,0.4128891847077757
201,0.417877137574926
202,0.3762435095962137
203,0.38965944015812126
204,0.3703485817389563
205,0.37082009452786296
206,0.36681930581480265
207,0.4685482934102416
208,0.40094305531568825
209,0.38701949135288594
210,0.45388433049470184
211,0.3830673903144896
212,0.4196646111603826
